_id	dataset	WorkerId	content	phrasing
5d654901ce2c6bd733475ba7	benevolent	11	2	1
5d654901ce2c6bd733475ba7	benevolent	4	6	3
5d654901ce2c6bd733475ba7	benevolent	19	5	3
5d654901ce2c6bd733475ba8	benevolent	6	2	3
5d654901ce2c6bd733475ba8	benevolent	3	5	3
5d654901ce2c6bd733475ba8	benevolent	0	6	3
5d654901ce2c6bd733475ba8	benevolent	4	6	3
5d654901ce2c6bd733475ba8	benevolent	18	2	3
5d654901ce2c6bd733475ba9	benevolent	6	6	3
5d654901ce2c6bd733475ba9	benevolent	0	1	3
5d654901ce2c6bd733475ba9	benevolent	3	6	3
5d654901ce2c6bd733475ba9	benevolent	4	6	3
5d654901ce2c6bd733475ba9	benevolent	18	2	1
5d654901ce2c6bd733475baa	benevolent	3	6	3
5d654901ce2c6bd733475baa	benevolent	6	5	3
5d654901ce2c6bd733475baa	benevolent	7	1	3
5d654901ce2c6bd733475baa	benevolent	18	2	3
5d654901ce2c6bd733475baa	benevolent	5	2	3
5d654901ce2c6bd733475bab	benevolent	7	1	3
5d654901ce2c6bd733475bab	benevolent	3	6	3
5d654901ce2c6bd733475bab	benevolent	6	5	3
5d654901ce2c6bd733475bab	benevolent	5	6	3
5d654901ce2c6bd733475bab	benevolent	4	6	3
5d654901ce2c6bd733475bac	benevolent	21	6	3
5d654901ce2c6bd733475bac	benevolent	3	6	3
5d654901ce2c6bd733475bac	benevolent	6	6	3
5d654901ce2c6bd733475bac	benevolent	18	6	3
5d654901ce2c6bd733475bac	benevolent	4	6	3
5d654901ce2c6bd733475bad	benevolent	3	6	3
5d654901ce2c6bd733475bad	benevolent	16	6	3
5d654901ce2c6bd733475bad	benevolent	21	6	3
5d654901ce2c6bd733475bad	benevolent	4	6	3
5d654901ce2c6bd733475bad	benevolent	5	6	3
5d654901ce2c6bd733475bae	benevolent	3	6	3
5d654901ce2c6bd733475bae	benevolent	8	6	3
5d654901ce2c6bd733475bae	benevolent	0	6	3
5d654901ce2c6bd733475bae	benevolent	5	5	3
5d654901ce2c6bd733475bae	benevolent	18	6	3
5d654901ce2c6bd733475baf	benevolent	11	2	3
5d654901ce2c6bd733475baf	benevolent	3	6	3
5d654901ce2c6bd733475baf	benevolent	14	2	3
5d654901ce2c6bd733475baf	benevolent	2	2	3
5d654901ce2c6bd733475baf	benevolent	4	6	3
5d654901ce2c6bd733475bb0	benevolent	16	6	3
5d654901ce2c6bd733475bb0	benevolent	3	6	3
5d654901ce2c6bd733475bb0	benevolent	7	5	3
5d654901ce2c6bd733475bb0	benevolent	18	6	3
5d654901ce2c6bd733475bb0	benevolent	22	6	3
5d654901ce2c6bd733475bb1	benevolent	6	6	3
5d654901ce2c6bd733475bb1	benevolent	16	6	3
5d654901ce2c6bd733475bb1	benevolent	3	6	3
5d654901ce2c6bd733475bb1	benevolent	4	6	3
5d654901ce2c6bd733475bb1	benevolent	18	6	3
5d654901ce2c6bd733475bb2	benevolent	0	6	3
5d654901ce2c6bd733475bb2	benevolent	23	5	3
5d654901ce2c6bd733475bb2	benevolent	21	6	3
5d654901ce2c6bd733475bb2	benevolent	18	6	3
5d654901ce2c6bd733475bb2	benevolent	4	6	3
5d654901ce2c6bd733475bb3	benevolent	7	2	3
5d654901ce2c6bd733475bb3	benevolent	6	2	3
5d654901ce2c6bd733475bb3	benevolent	3	6	3
5d654901ce2c6bd733475bb3	benevolent	18	5	3
5d654901ce2c6bd733475bb3	benevolent	4	2	3
5d654901ce2c6bd733475bb4	benevolent	3	6	3
5d654901ce2c6bd733475bb4	benevolent	16	6	3
5d654901ce2c6bd733475bb4	benevolent	1	6	3
5d654901ce2c6bd733475bb4	benevolent	5	6	3
5d654901ce2c6bd733475bb4	benevolent	18	6	3
5d654901ce2c6bd733475bb5	benevolent	8	6	3
5d654901ce2c6bd733475bb5	benevolent	3	6	3
5d654901ce2c6bd733475bb5	benevolent	24	6	3
5d654901ce2c6bd733475bb5	benevolent	18	6	3
5d654901ce2c6bd733475bb5	benevolent	5	6	3
5d654901ce2c6bd733475bb6	benevolent	3	1	3
5d654901ce2c6bd733475bb6	benevolent	1	2	3
5d654901ce2c6bd733475bb6	benevolent	6	5	3
5d654901ce2c6bd733475bb6	benevolent	18	2	3
5d654901ce2c6bd733475bb6	benevolent	19	1	3
5d654901ce2c6bd733475bb7	benevolent	3	6	3
5d654901ce2c6bd733475bb7	benevolent	0	1	3
5d654901ce2c6bd733475bb7	benevolent	6	2	3
5d654901ce2c6bd733475bb7	benevolent	5	1	3
5d654901ce2c6bd733475bb7	benevolent	18	5	3
5d654901ce2c6bd733475bb8	benevolent	1	5	3
5d654901ce2c6bd733475bb8	benevolent	3	6	3
5d654901ce2c6bd733475bb8	benevolent	0	2	3
5d654901ce2c6bd733475bb8	benevolent	18	6	3
5d654901ce2c6bd733475bb8	benevolent	4	6	3
5d654901ce2c6bd733475bb9	benevolent	14	6	3
5d654901ce2c6bd733475bb9	benevolent	6	6	3
5d654901ce2c6bd733475bb9	benevolent	3	6	3
5d654901ce2c6bd733475bb9	benevolent	4	6	3
5d654901ce2c6bd733475bb9	benevolent	20	6	3
5d654901ce2c6bd733475bba	benevolent	6	6	3
5d654901ce2c6bd733475bba	benevolent	21	6	3
5d654901ce2c6bd733475bba	benevolent	3	6	3
5d654901ce2c6bd733475bba	benevolent	4	6	3
5d654901ce2c6bd733475bba	benevolent	20	6	3
5d654901ce2c6bd733475bbb	benevolent	3	6	3
5d654901ce2c6bd733475bbb	benevolent	6	5	3
5d654901ce2c6bd733475bbb	benevolent	7	6	3
5d654901ce2c6bd733475bbb	benevolent	4	6	3
5d654901ce2c6bd733475bbb	benevolent	18	6	3
5d654901ce2c6bd733475bbc	benevolent	6	5	3
5d654901ce2c6bd733475bbc	benevolent	3	6	3
5d654901ce2c6bd733475bbc	benevolent	14	1	3
5d654901ce2c6bd733475bbc	benevolent	4	6	3
5d654901ce2c6bd733475bbc	benevolent	18	6	3
5d654901ce2c6bd733475bbd	benevolent	0	6	3
5d654901ce2c6bd733475bbd	benevolent	14	6	3
5d654901ce2c6bd733475bbd	benevolent	6	2	3
5d654901ce2c6bd733475bbd	benevolent	4	6	3
5d654901ce2c6bd733475bbd	benevolent	18	6	3
5d654901ce2c6bd733475bbe	benevolent	11	6	3
5d654901ce2c6bd733475bbe	benevolent	6	6	3
5d654901ce2c6bd733475bbe	benevolent	3	6	3
5d654901ce2c6bd733475bbe	benevolent	20	6	3
5d654901ce2c6bd733475bbe	benevolent	18	6	3
5d654901ce2c6bd733475bbf	benevolent	21	6	3
5d654901ce2c6bd733475bbf	benevolent	6	6	3
5d654901ce2c6bd733475bbf	benevolent	0	6	3
5d654901ce2c6bd733475bbf	benevolent	18	6	3
5d654901ce2c6bd733475bbf	benevolent	4	6	3
5d654901ce2c6bd733475bc0	benevolent	8	6	3
5d654901ce2c6bd733475bc0	benevolent	3	6	3
5d654901ce2c6bd733475bc0	benevolent	6	6	3
5d654901ce2c6bd733475bc0	benevolent	18	6	3
5d654901ce2c6bd733475bc0	benevolent	5	6	3
5d654901ce2c6bd733475bc1	benevolent	6	6	3
5d654901ce2c6bd733475bc1	benevolent	3	6	3
5d654901ce2c6bd733475bc1	benevolent	7	6	3
5d654901ce2c6bd733475bc1	benevolent	4	6	3
5d654901ce2c6bd733475bc1	benevolent	20	6	3
5d654901ce2c6bd733475bc2	benevolent	3	6	3
5d654901ce2c6bd733475bc2	benevolent	21	6	3
5d654901ce2c6bd733475bc2	benevolent	6	5	3
5d654901ce2c6bd733475bc2	benevolent	4	6	3
5d654901ce2c6bd733475bc2	benevolent	18	2	3
5d654901ce2c6bd733475bc3	benevolent	16	6	3
5d654901ce2c6bd733475bc3	benevolent	6	2	3
5d654901ce2c6bd733475bc3	benevolent	3	2	3
5d654901ce2c6bd733475bc3	benevolent	18	2	3
5d654901ce2c6bd733475bc3	benevolent	4	5	3
5d654901ce2c6bd733475bc4	benevolent	11	6	3
5d654901ce2c6bd733475bc4	benevolent	6	6	3
5d654901ce2c6bd733475bc4	benevolent	3	6	3
5d654901ce2c6bd733475bc4	benevolent	18	6	3
5d654901ce2c6bd733475bc4	benevolent	4	6	3
5d654901ce2c6bd733475bc5	benevolent	6	3	3
5d654901ce2c6bd733475bc5	benevolent	3	6	3
5d654901ce2c6bd733475bc5	benevolent	11	1	3
5d654901ce2c6bd733475bc5	benevolent	4	6	3
5d654901ce2c6bd733475bc5	benevolent	18	1	3
5d654901ce2c6bd733475bc6	benevolent	0	2	3
5d654901ce2c6bd733475bc6	benevolent	6	5	3
5d654901ce2c6bd733475bc6	benevolent	3	6	3
5d654901ce2c6bd733475bc6	benevolent	20	6	3
5d654901ce2c6bd733475bc6	benevolent	4	6	3
5d654901ce2c6bd733475bc7	benevolent	3	6	3
5d654901ce2c6bd733475bc7	benevolent	6	6	3
5d654901ce2c6bd733475bc7	benevolent	0	6	3
5d654901ce2c6bd733475bc7	benevolent	4	6	3
5d654901ce2c6bd733475bc7	benevolent	18	6	3
5d654901ce2c6bd733475bc8	benevolent	3	6	3
5d654901ce2c6bd733475bc8	benevolent	8	6	3
5d654901ce2c6bd733475bc8	benevolent	7	6	3
5d654901ce2c6bd733475bc8	benevolent	5	2	3
5d654901ce2c6bd733475bc8	benevolent	17	5	3
5d654901ce2c6bd733475bc9	benevolent	3	2	3
5d654901ce2c6bd733475bc9	benevolent	21	5	3
5d654901ce2c6bd733475bc9	benevolent	6	4	3
5d654901ce2c6bd733475bc9	benevolent	5	4	3
5d654901ce2c6bd733475bc9	benevolent	18	5	3
5d654901ce2c6bd733475bca	benevolent	6	3	3
5d654901ce2c6bd733475bca	benevolent	7	6	3
5d654901ce2c6bd733475bca	benevolent	3	6	3
5d654901ce2c6bd733475bca	benevolent	20	6	3
5d654901ce2c6bd733475bca	benevolent	4	6	3
5d654901ce2c6bd733475bcb	benevolent	0	2	3
5d654901ce2c6bd733475bcb	benevolent	14	2	3
5d654901ce2c6bd733475bcb	benevolent	3	6	3
5d654901ce2c6bd733475bcb	benevolent	20	6	3
5d654901ce2c6bd733475bcb	benevolent	5	2	3
5d654901ce2c6bd733475bcc	benevolent	8	6	3
5d654901ce2c6bd733475bcc	benevolent	6	2	3
5d654901ce2c6bd733475bcc	benevolent	3	6	3
5d654901ce2c6bd733475bcc	benevolent	18	6	3
5d654901ce2c6bd733475bcc	benevolent	4	6	3
5d654901ce2c6bd733475bcd	benevolent	6	6	3
5d654901ce2c6bd733475bcd	benevolent	3	6	3
5d654901ce2c6bd733475bcd	benevolent	11	2	3
5d654901ce2c6bd733475bcd	benevolent	4	6	3
5d654901ce2c6bd733475bcd	benevolent	18	5	3
5d654901ce2c6bd733475bce	benevolent	16	6	3
5d654901ce2c6bd733475bce	benevolent	3	6	3
5d654901ce2c6bd733475bce	benevolent	7	6	3
5d654901ce2c6bd733475bce	benevolent	4	6	3
5d654901ce2c6bd733475bce	benevolent	18	6	3
5d654901ce2c6bd733475bcf	benevolent	3	6	3
5d654901ce2c6bd733475bcf	benevolent	16	6	3
5d654901ce2c6bd733475bcf	benevolent	6	6	3
5d654901ce2c6bd733475bcf	benevolent	18	6	3
5d654901ce2c6bd733475bcf	benevolent	22	6	3
5d654901ce2c6bd733475bd0	benevolent	6	6	3
5d654901ce2c6bd733475bd0	benevolent	3	6	3
5d654901ce2c6bd733475bd0	benevolent	16	6	3
5d654901ce2c6bd733475bd0	benevolent	18	6	3
5d654901ce2c6bd733475bd0	benevolent	25	6	3
5d654901ce2c6bd733475bd1	benevolent	3	6	3
5d654901ce2c6bd733475bd1	benevolent	7	5	3
5d654901ce2c6bd733475bd1	benevolent	6	6	3
5d654901ce2c6bd733475bd1	benevolent	4	6	3
5d654901ce2c6bd733475bd1	benevolent	19	6	3
5d654901ce2c6bd733475bd2	benevolent	3	6	3
5d654901ce2c6bd733475bd2	benevolent	7	6	3
5d654901ce2c6bd733475bd2	benevolent	11	6	3
5d654901ce2c6bd733475bd2	benevolent	4	6	3
5d654901ce2c6bd733475bd2	benevolent	19	6	3
5d654901ce2c6bd733475bd3	benevolent	16	6	3
5d654901ce2c6bd733475bd3	benevolent	11	6	3
5d654901ce2c6bd733475bd3	benevolent	3	6	3
5d654901ce2c6bd733475bd3	benevolent	18	6	3
5d654901ce2c6bd733475bd3	benevolent	4	6	3
5d654901ce2c6bd733475bd4	benevolent	6	6	3
5d654901ce2c6bd733475bd4	benevolent	3	3	3
5d654901ce2c6bd733475bd4	benevolent	11	3	3
5d654901ce2c6bd733475bd4	benevolent	4	6	3
5d654901ce2c6bd733475bd4	benevolent	18	6	3
5d654901ce2c6bd733475bd5	benevolent	6	6	3
5d654901ce2c6bd733475bd5	benevolent	8	6	3
5d654901ce2c6bd733475bd5	benevolent	3	6	3
5d654901ce2c6bd733475bd5	benevolent	18	5	3
5d654901ce2c6bd733475bd5	benevolent	4	6	3
5d654901ce2c6bd733475bd6	benevolent	3	1	3
5d654901ce2c6bd733475bd6	benevolent	7	1	3
5d654901ce2c6bd733475bd6	benevolent	6	6	3
5d654901ce2c6bd733475bd6	benevolent	4	6	3
5d654901ce2c6bd733475bd6	benevolent	18	3	3
5d654901ce2c6bd733475bd7	benevolent	11	3	3
5d654901ce2c6bd733475bd7	benevolent	3	1	3
5d654901ce2c6bd733475bd7	benevolent	6	6	3
5d654901ce2c6bd733475bd7	benevolent	4	6	3
5d654901ce2c6bd733475bd7	benevolent	20	2	3
5d654901ce2c6bd733475bd8	benevolent	3	6	3
5d654901ce2c6bd733475bd8	benevolent	7	2	3
5d654901ce2c6bd733475bd8	benevolent	14	6	3
5d654901ce2c6bd733475bd8	benevolent	18	2	3
5d654901ce2c6bd733475bd8	benevolent	4	6	3
5d654901ce2c6bd733475bd9	benevolent	6	2	3
5d654901ce2c6bd733475bd9	benevolent	8	6	3
5d654901ce2c6bd733475bd9	benevolent	3	2	3
5d654901ce2c6bd733475bd9	benevolent	18	2	3
5d654901ce2c6bd733475bd9	benevolent	19	2	3
5d654901ce2c6bd733475bda	benevolent	3	6	3
5d654901ce2c6bd733475bda	benevolent	0	6	3
5d654901ce2c6bd733475bda	benevolent	14	6	3
5d654901ce2c6bd733475bda	benevolent	18	6	3
5d654901ce2c6bd733475bda	benevolent	19	1	3
5d654901ce2c6bd733475bdb	benevolent	23	5	3
5d654901ce2c6bd733475bdb	benevolent	0	6	3
5d654901ce2c6bd733475bdb	benevolent	3	6	3
5d654901ce2c6bd733475bdb	benevolent	5	6	3
5d654901ce2c6bd733475bdb	benevolent	18	6	3
5d654901ce2c6bd733475bdc	benevolent	7	6	3
5d654901ce2c6bd733475bdc	benevolent	3	6	3
5d654901ce2c6bd733475bdc	benevolent	0	6	3
5d654901ce2c6bd733475bdc	benevolent	4	6	3
5d654901ce2c6bd733475bdc	benevolent	5	1	3
5d654901ce2c6bd733475bdd	benevolent	7	6	3
5d654901ce2c6bd733475bdd	benevolent	16	6	3
5d654901ce2c6bd733475bdd	benevolent	3	6	3
5d654901ce2c6bd733475bdd	benevolent	4	6	3
5d654901ce2c6bd733475bdd	benevolent	20	6	3
5d654901ce2c6bd733475bde	benevolent	3	6	3
5d654901ce2c6bd733475bde	benevolent	0	6	3
5d654901ce2c6bd733475bde	benevolent	6	6	3
5d654901ce2c6bd733475bde	benevolent	18	6	3
5d654901ce2c6bd733475bde	benevolent	20	6	3
5d654901ce2c6bd733475bdf	benevolent	7	1	3
5d654901ce2c6bd733475bdf	benevolent	6	2	3
5d654901ce2c6bd733475bdf	benevolent	3	6	3
5d654901ce2c6bd733475bdf	benevolent	20	6	3
5d654901ce2c6bd733475bdf	benevolent	5	2	3
5d654901ce2c6bd733475be0	benevolent	6	6	3
5d654901ce2c6bd733475be0	benevolent	0	6	3
5d654901ce2c6bd733475be0	benevolent	3	6	3
5d654901ce2c6bd733475be0	benevolent	4	6	3
5d654901ce2c6bd733475be0	benevolent	18	6	3
5d654901ce2c6bd733475be1	benevolent	3	6	3
5d654901ce2c6bd733475be1	benevolent	16	6	3
5d654901ce2c6bd733475be1	benevolent	6	6	3
5d654901ce2c6bd733475be1	benevolent	4	6	3
5d654901ce2c6bd733475be1	benevolent	18	6	3
5d654901ce2c6bd733475be2	benevolent	3	6	3
5d654901ce2c6bd733475be2	benevolent	0	1	3
5d654901ce2c6bd733475be2	benevolent	11	1	3
5d654901ce2c6bd733475be2	benevolent	4	6	3
5d654901ce2c6bd733475be2	benevolent	5	1	3
5d654901ce2c6bd733475be3	benevolent	6	6	3
5d654901ce2c6bd733475be3	benevolent	14	5	3
5d654901ce2c6bd733475be3	benevolent	3	6	3
5d654901ce2c6bd733475be3	benevolent	19	2	3
5d654901ce2c6bd733475be3	benevolent	5	2	3
5d654901ce2c6bd733475be4	benevolent	6	2	3
5d654901ce2c6bd733475be4	benevolent	0	6	3
5d654901ce2c6bd733475be4	benevolent	3	6	3
5d654901ce2c6bd733475be4	benevolent	18	6	3
5d654901ce2c6bd733475be4	benevolent	19	6	3
5d654901ce2c6bd733475be5	benevolent	14	6	3
5d654901ce2c6bd733475be5	benevolent	3	1	3
5d654901ce2c6bd733475be5	benevolent	6	6	3
5d654901ce2c6bd733475be5	benevolent	20	6	3
5d654901ce2c6bd733475be5	benevolent	4	6	3
5d654901ce2c6bd733475be6	benevolent	14	6	3
5d654901ce2c6bd733475be6	benevolent	6	5	3
5d654901ce2c6bd733475be6	benevolent	0	6	3
5d654901ce2c6bd733475be6	benevolent	18	5	3
5d654901ce2c6bd733475be6	benevolent	4	6	3
5d654901ce2c6bd733475be7	benevolent	3	6	3
5d654901ce2c6bd733475be7	benevolent	6	6	3
5d654901ce2c6bd733475be7	benevolent	16	6	3
5d654901ce2c6bd733475be7	benevolent	18	6	3
5d654901ce2c6bd733475be7	benevolent	19	6	3
5d654901ce2c6bd733475be8	benevolent	0	6	3
5d654901ce2c6bd733475be8	benevolent	24	6	3
5d654901ce2c6bd733475be8	benevolent	3	6	3
5d654901ce2c6bd733475be8	benevolent	18	6	3
5d654901ce2c6bd733475be8	benevolent	4	6	3
5d654901ce2c6bd733475be9	benevolent	11	2	3
5d654901ce2c6bd733475be9	benevolent	16	6	3
5d654901ce2c6bd733475be9	benevolent	3	6	3
5d654901ce2c6bd733475be9	benevolent	19	2	3
5d654901ce2c6bd733475be9	benevolent	5	2	3
5d654901ce2c6bd733475bea	benevolent	6	5	3
5d654901ce2c6bd733475bea	benevolent	3	6	3
5d654901ce2c6bd733475bea	benevolent	0	6	3
5d654901ce2c6bd733475bea	benevolent	17	4	3
5d654901ce2c6bd733475bea	benevolent	18	6	3
5d654901ce2c6bd733475beb	benevolent	14	6	3
5d654901ce2c6bd733475beb	benevolent	3	6	3
5d654901ce2c6bd733475beb	benevolent	16	6	3
5d654901ce2c6bd733475beb	benevolent	18	6	3
5d654901ce2c6bd733475beb	benevolent	4	6	3
5d654901ce2c6bd733475bec	benevolent	3	6	3
5d654901ce2c6bd733475bec	benevolent	16	6	3
5d654901ce2c6bd733475bec	benevolent	8	6	3
5d654901ce2c6bd733475bec	benevolent	5	2	3
5d654901ce2c6bd733475bec	benevolent	18	6	3
5d654901ce2c6bd733475bed	benevolent	23	1	3
5d654901ce2c6bd733475bed	benevolent	3	1	3
5d654901ce2c6bd733475bed	benevolent	6	1	3
5d654901ce2c6bd733475bed	benevolent	4	2	3
5d654901ce2c6bd733475bed	benevolent	22	2	3
5d654901ce2c6bd733475bee	benevolent	0	2	3
5d654901ce2c6bd733475bee	benevolent	6	5	3
5d654901ce2c6bd733475bee	benevolent	1	2	3
5d654901ce2c6bd733475bee	benevolent	4	6	3
5d654901ce2c6bd733475bee	benevolent	18	6	3
5d654901ce2c6bd733475bef	benevolent	11	5	3
5d654901ce2c6bd733475bef	benevolent	3	1	3
5d654901ce2c6bd733475bef	benevolent	6	5	3
5d654901ce2c6bd733475bef	benevolent	18	6	3
5d654901ce2c6bd733475bef	benevolent	19	2	3
5d654901ce2c6bd733475bf0	benevolent	14	1	3
5d654901ce2c6bd733475bf0	benevolent	6	1	3
5d654901ce2c6bd733475bf0	benevolent	3	3	3
5d654901ce2c6bd733475bf0	benevolent	18	1	3
5d654901ce2c6bd733475bf0	benevolent	22	1	3
5d654901ce2c6bd733475bf1	benevolent	16	6	3
5d654901ce2c6bd733475bf1	benevolent	11	6	3
5d654901ce2c6bd733475bf1	benevolent	3	6	3
5d654901ce2c6bd733475bf1	benevolent	18	6	3
5d654901ce2c6bd733475bf1	benevolent	19	6	3
